MASTER,オンゲキ,R’N’R Monsta,"1,684",69,14.0,14,None
MASTER,オンゲキ,Galaxy Blaster,"1,843",111,14.3,14,None
MASTER,VARIETY,Air,"1,354",173,14.4,14,None
MASTER,チュウマイ,Genesis,"1,360",141,14.2,14,None
MASTER,チュウマイ,Glorious Crown （tpz over-Over-OVERCUTE REMIX）,"1,435",215,14.5,14,None
LUNATIC,LUNATIC,luna blu,"2,600",303,14.6,14,イベントジュエル?個消費
MASTER,VARIETY,felys -final remix-,"1,561",147,14.1,14,None
MASTER,オンゲキ,PinqPiq（xovevox Remix）,"1,262",50,14.1,14,None
MASTER,オンゲキ,Daydreama,"1,410",204,14.1,14,None
MASTER,オンゲキ,Stargazing Dreamer,"2,058",152,14.3,14,None
MASTER,東方Project,ナイト・オブ・ナイツ（xi Remix）,"1,649",175,14.0,14,None
MASTER,チュウマイ,雷切-RAIKIRI-,"1,461",78,14.4,14,None
MASTER,VARIETY,Sound Chimera,"1,730",33,14.2,14,None
MASTER,チュウマイ,Oshama Scramble！（Cranky Remix）,"1,404",41,14.1,14,None
MASTER,VARIETY,Jack-the-Ripper◆,"1,766",252,14.3,14,None
MASTER,チュウマイ,宛城、炎上！！,"2,594","1,594",14.4,14,None
MASTER,オンゲキ,LiftOff,"1,034",167,14.1,14,None
MASTER,東方Project,Satori ～3rd EyEs （2020 Recall）,"1,360",341,14.2,14,None
MASTER,VARIETY,Singularity - ETIA.,"1,267",124,14.2,14,None
MASTER,VARIETY,Grievous Lady,"1,865",73,14.4,14,None
MASTER,チュウマイ,Climax,"2,506",256,14.5,14,None
MASTER,POPS＆ANIME,カナリア,"1,135",68,14.1,14,None
MASTER,オンゲキ,See The Light,971,63,14.1,14,None
MASTER,オンゲキ,美夜月鏡,"1,685",274,14.4,14,None
MASTER,VARIETY,Altale,"1,266",188,14.2,14,None
MASTER,VARIETY,BBBLOW -rebuild-,"1,352",99,14.0,14,None
MASTER,オンゲキ,Daredevil Glaive,"1,620",211,14.1,14,None
LUNATIC,LUNATIC,回レ！雪月花,"1,507",140,14.0,14,None
LUNATIC,LUNATIC,Fly to the Leaden Sky -O.N.G.E.K.I. MIX-,"2,211",126,14.0,14,None
LUNATIC,LUNATIC,セガNET麻雀MJ -O.N.G.E.K.I. MIX-,"1,586",74,14.1,14,None
MASTER,VARIETY,BATTLE NO.1,"1,692",261,14.6,14,None
MASTER,チュウマイ,シャッキーーン！！,"1,495",315,14.0,14,None
MASTER,niconico,ラクガキスト,"1,813",96,14.6,14,None
MASTER,VARIETY,c.s.q.n.,"1,280",90,14.1,14,None
MASTER,VARIETY,Amphisbaena,"2,035",103,14.4,14,None
MASTER,オンゲキ,ジャンヌ・ダルクの慟哭,"1,431",530,14.3,14,None
MASTER,チュウマイ,Supersonic Generation,"1,189",60,14.1,14,None
MASTER,VARIETY,DRAGONLADY,796,32,14.2,14,None
MASTER,オンゲキ,MAGNETAR GIRL,"1,793",143,14.5,14,None
MASTER,オンゲキ,GODLINESS,"2,365",108,14.0,14,None
MASTER,POPS＆ANIME,あ・り・ま・す・か？,None,None,14.2,14,None
MASTER,VARIETY,ENERGY SYNERGY MATRIX,"1,305",147,14.0,14,None
LUNATIC,LUNATIC,六兆年と一夜物語,"1,349",98,14.1,14,None
LUNATIC,LUNATIC,最終鬼畜全部声,"1,120",210,14.3,14,None
MASTER,オンゲキ,ミラージュ・フレイグランス,"1,683",209,14.5,14,None
MASTER,チュウマイ,TEmPTaTiON,"2,044",141,14.5,14,None
MASTER,VARIETY,竹　,"1,258",311,14.2,14,None
MASTER,オンゲキ,μάγια,"1,690",118,14.6,14,None
MASTER,オンゲキ,RELOAD,"1,372",148,14.6,14,None
MASTER,東方Project,Everything Will Freeze,"1,719",110,14.2,14,None
MASTER,VARIETY,Showguts,"1,188",277,14.4,14,None
MASTER,オンゲキ,B WiZ U,"1,409",173,14.2,14,None
MASTER,VARIETY,2112410403927243233368,"1,369",122,14.3,14,None
MASTER,オンゲキ,Suspiro,"1,272",139,14.0,14,None
MASTER,オンゲキ,霧の書斎,"1,294",124,14.1,14,None
MASTER,東方Project,神々が恋した幻想郷,None,None,14.0,14,None
MASTER,VARIETY,8OROCHI,None,None,14.5,14,None
MASTER,オンゲキ,ICEBURN,None,None,14.0,14,None
MASTER,チュウマイ,Oshama Scramble！,"1,150",54,13.7,13+,ジュエル20個消費
MASTER,チュウマイ,AMAZING MIGHTYYYY！！！！,"1,249",196,13.7,13+,ジュエル45個消費
MASTER,オンゲキ,Ai Nov,"1,073",153,13.9,13+,ジュエル60個消費
MASTER,チュウマイ,閃鋼のブリューナク,"1,359",131,13.9,13+,None
MASTER,niconico,ぼくらの16bit戦争,"1,161",35,13.8,13+,ジュエル45個消費
MASTER,niconico,カミサマネジマキ,"1,382",161,13.7,13+,イベントジュエル 15個
LUNATIC,LUNATIC,ナイト・オブ・ナイツ,526,66,13.9,13+,ジュエル100個
MASTER,niconico,クイーンオブハート,"1,453",56,13.7,13+,None
MASTER,東方Project,Calamity Fortune,"1,474",215,13.7,13+,None
MASTER,niconico,初音ミクの消失,"1,195",208,13.7,13+,None
LUNATIC,LUNATIC,Sakura Fubuki,811,230,13.7,13+,ジュエル100個消費
MASTER,VARIETY,conflict,"1,376",80,13.8,13+,None
MASTER,チュウマイ,The wheel to the right,"1,819",200,13.7,13+,ジュエル100個消費
MASTER,POPS＆ANIME,GO！ GO！ MANIAC,"1,287",155,13.7,13+,None
MASTER,オンゲキ,Touch and Go,"1,532",238,13.7,13+,None
MASTER,オンゲキ,Baqeela,"1,411",141,13.9,13+,None
MASTER,niconico,ギガンティックO.T.N,"1,335",198,13.8,13+,None
MASTER,オンゲキ,Lazy Addiction,"1,250",176,13.7,13+,None
MASTER,東方Project,ウサテイ,777,77,13.7,13+,None
MASTER,オンゲキ,Mini skirt,"1,206",291,13.9,13+,None
MASTER,オンゲキ,HONEY-Q,"1,531",175,13.7,13+,None
MASTER,niconico,裏表ラバーズ,"1,169",158,13.7,13+,2019/11/14 通常配信
LUNATIC,LUNATIC,ジングルベル,"1,225","2,512",13.9,13+,イベントジュエル100個消費
MASTER,オンゲキ,Honey Bear,"1,217",247,13.7,13+,None
MASTER,VARIETY,Duello,"1,259",129,13.8,13+,None
MASTER,東方Project,Doll Judgment,"1,489",96,13.7,13+,None
MASTER,オンゲキ,Sparkle,"1,420",168,13.8,13+,None
MASTER,オンゲキ,Last Kingdom,"1,311",69,13.9,13+,None
MASTER,オンゲキ,Vibes 2k20,"1,436",71,13.9,13+,None
LUNATIC,LUNATIC,どどんぱち大音頭,888,218,13.9,13+,None
MASTER,VARIETY,Dreadnought,"1,525",459,13.8,13+,2020/3/5 通常配信
MASTER,オンゲキ,Ai Drew,"1,492",79,13.9,13+,None
MASTER,オンゲキ,アマツカミ,"1,217",218,13.8,13+,None
MASTER,オンゲキ,Trinity Departure,"1,351",88,13.9,13+,None
MASTER,チュウマイ,Summer is over,"1,315",151,13.8,13+,None
MASTER,VARIETY,Destr0yer,"1,510",118,13.7,13+,None
MASTER,オンゲキ,RED to RED,"1,276",125,13.7,13+,None
MASTER,オンゲキ,Lostwizz,"1,237",128,13.7,13+,None
LUNATIC,LUNATIC,東亞 -O.N.G.E.K.I. MIX-,"2,354",103,13.8,13+,None
MASTER,POPS＆ANIME,この番組はうら若き公務員たちの提供でお送りいたします,"1,034",80,13.7,13+,None
MASTER,東方Project,ナイト・オブ・ナイツ （かめりあ’s“ワンス・アポン・ア・ナイト”Remix）,"1,711",141,13.9,13+,None
MASTER,VARIETY,Reach for the Stars,"1,475",84,13.8,13+,None
LUNATIC,LUNATIC,ハッピータイフーン,"1,374",56,13.9,13+,None
MASTER,オンゲキ,Ruler Count，Zero,"1,311",162,13.9,13+,None
LUNATIC,LUNATIC,ネ！コ！,"1,513",133,13.8,13+,None
MASTER,POPS＆ANIME,藍の華,None,None,13.7,13+,None
MASTER,オンゲキ,最っ高のエンタメだ！！,"1,616",137,13.8,13+,None
MASTER,オンゲキ,A Day in the Patisserie,"1,298",194,13.8,13+,None
MASTER,VARIETY,Singularity - SEGA SOUND STAFF「セガNET麻雀 MJ」,None,None,13.9,13+,None
MASTER,チュウマイ,四月の雨,"1,388",98,13.9,13+,None
MASTER,オンゲキ,colorful transparency,"1,372",56,13.9,13+,None
MASTER,VARIETY,僕たちの旅とエピローグ。,None,None,13.7,13+,None
MASTER,niconico,夜咄ディセイブ,None,None,13.7,13+,None
MASTER,オンゲキ,Pastel Sprinkles,"1,294",193,13.8,13+,None
MASTER,チュウマイ,Secret Sleuth,"1,234",115,13.8,13+,None
MASTER,niconico,撥条少女時計,None,None,13.7,13+,None
MASTER,オンゲキ,MEGATON BLAST（tpz Overcute Remix）,"1,396",99,13.8,13+,None
MASTER,ボーナストラック,Ruler Count，Zero -珠洲島 有栖ソロver.-,None,None,None,13+,None
MASTER,ボーナストラック,Ruler Count，Zero -九條 楓ソロver.-,None,None,None,13+,None
MASTER,ボーナストラック,Ruler Count，Zero -逢坂 茜ソロver.-,None,None,None,13+,None
MASTER,東方Project,Bad Apple！！（Camellia’s “Bad Psy” Remix）,None,None,13.8,13+,None
MASTER,チュウマイ,U ARE,"1,159",246,13.7,13+,None
LUNATIC,LUNATIC,No Limit RED Force,"1,503",67,13.9,13+,None
MASTER,東方Project,LUNA DIAL -Version X-SAKUYA-,None,None,13.8,13+,None
MASTER,VARIETY,CO5M1C R4ILR0AD,None,None,13.8,13+,None
EXPERT,オンゲキ,Apollo,"1,508",180,13.7,13+,None
EXPERT,オンゲキ,LAMIA,"1,464",135,13.7,13+,None
MASTER,VARIETY,ニニ,None,None,13.8,13+,None
MASTER,東方Project,断罪は遍く人間の元に,None,None,13.8,13+,None
MASTER,オンゲキ,ゲーミングポーラーベア,"1,430",263,13.9,13+,None
MASTER,オンゲキ,Elusive Emotes,"1,193",122,13.8,13+,None
MASTER,VARIETY,Dement ~after legend~,"1,648",138,13.8,13+,None
MASTER,POPS＆ANIME,ぶいちゅっばの歌,"1,299",123,13.7,13+,None
LUNATIC,LUNATIC,Hide ＆ Attack,"1,443",54,13.7,13+,None
LUNATIC,LUNATIC,ブリキノダンス,None,None,13.8,13+,None
MASTER,niconico,初音天地開闢神話,"1,470",339,13.9,13+,None
MASTER,オンゲキ,Mizutama-Tripster,"1,122",247,13.7,13+,None
MASTER,チュウマイ,足立オウフwwww,"1,289",118,13.7,13+,None
MASTER,オンゲキ,いつか花咲くその前に,None,None,13.7,13+,None
LUNATIC,LUNATIC,The world of spirit,None,None,13.8,13+,None
MASTER,VARIETY,STARLIGHT TWILIGHT -GC edit-,None,None,13.8,13+,None
MASTER,チュウマイ,CHOCOLATE BOMB！！！！,None,None,13.8,13+,None
MASTER,POPS＆ANIME,せーので跳べって言ってんの！,None,None,13.7,13+,None
MASTER,VARIETY,エピトゥリカの祀,None,None,13.9,13+,None
MASTER,VARIETY,BABYLON,None,None,13.9,13+,None
LUNATIC,LUNATIC,永遠メモリー,None,None,13.7,13+,None
LUNATIC,LUNATIC,Ἀταραξία,None,None,13.7,13+,None
LUNATIC,LUNATIC,うまぴょい伝説,None,None,13.9,13+,None
MASTER,POPS＆ANIME,HEAVEN’S RAVE,None,None,13.7,13+,None
LUNATIC,LUNATIC,YO-KAI Disco,None,None,13.8,13+,None
MASTER,オンゲキ,Knocking Harder,None,None,13.9,13+,None
EXPERT,オンゲキ,Op.I《fear-TITΛN-》,"1,607",496,13.7,13+,None
MASTER,niconico,脳漿炸裂ガール,"1,278",69,13.2,13,ジュエル10個消費
MASTER,VARIETY,Brain Power,999,135,13.4,13,ジュエル15個消費
MASTER,VARIETY,Halcyon,"1,508",131,13.4,13,ジュエル30個消費
MASTER,オンゲキ,Dolphika,"1,386",102,13.4,13,ジュエル45個消費
MASTER,チュウマイ,天火明命,911,107,13.1,13,ジュエル40個消費
MASTER,チュウマイ,Gate of Doom,"1,411",186,13.1,13,ジュエル45個消費
MASTER,オンゲキ,ロッキンピンクモンスター,926,70,13.2,13,ジュエル60個消費
MASTER,オンゲキ,ブツメツビーターズ,"1,153",63,13.3,13,ジュエル60個消費
MASTER,チュウマイ,We Gonna Journey,"1,248",135,13.5,13,ジュエル75個消費
MASTER,チュウマイ,Paqqin,"1,362",56,13.1,13,ジュエル45個消費
MASTER,オンゲキ,Maqrite,"1,435",44,13.6,13,ジュエル90個消費
MASTER,オンゲキ,Sword of Secret,"1,429",130,13.4,13,ジュエル75個消費
MASTER,VARIETY,Äventyr,"1,234",115,13.1,13,ジュエル45個消費
MASTER,東方Project,sweet little sister,964,41,13.0,13,None
MASTER,東方Project,Destiny Runner,"1,241",75,13.6,13,None
MASTER,東方Project,最終鬼畜妹フランドール・Ｓ,"1,440",153,13.5,13,None
MASTER,チュウマイ,今ぞ♡崇め奉れ☆オマエらよ！！～姫の秘メタル渇望～,"1,365",215,13.2,13,ジュエル60個消費
MASTER,チュウマイ,Kattobi KEIKYU Rider,"1,384",60,13.3,13,ジュエル75個消費
MASTER,niconico,幸せになれる隠しコマンドがあるらしい,"1,333",109,13.0,13,イベントジュエル 30個
EXPERT,チュウマイ,混沌を越えし我らが神聖なる調律主を讃えよ,"1,220",271,13.0,13,None
EXPERT,オンゲキ,Opfer,"1,103",235,13.6,13,None
EXPERT,オンゲキ,Titania,"1,099",141,13.2,13,None
MASTER,チュウマイ,ロボットプラネットユートピア,"1,409",131,13.4,13,イベントジュエル 30個
MASTER,オンゲキ,TAKE ON THE WORLD,"1,256",104,13.3,13,ジュエル20個消費
MASTER,オンゲキ,TeA,944,148,13.0,13,ジュエル20個消費
MASTER,オンゲキ,fulgente,"1,045",90,13.4,13,ジュエル20個消費
MASTER,オンゲキ,本能的 Survivor,"1,273",33,13.0,13,ジュエル15個消費
EXPERT,オンゲキ,MEGATON BLAST,"1,124",108,13.0,13,None
MASTER,niconico,アンハッピーリフレイン,953,136,13.0,13,None
MASTER,niconico,DAYBREAK FRONTLINE,820,158,13.1,13,None
MASTER,オンゲキ,Death Doll,"1,271",115,13.5,13,ジュエル45個消費
MASTER,オンゲキ,Chelly spLash♪♪,"1,294",166,13.4,13,ジュエル45個消費
MASTER,オンゲキ,オンゲキ全域★アカネサマ？,"1,526",401,13.3,13,None
MASTER,VARIETY,アリサのテーマ,893,85,13.6,13,None
MASTER,オンゲキ,BOUNCE ＆ DANCE,"1,187",135,13.3,13,ジュエル45個消費
MASTER,東方Project,エピクロスの虹はもう見えない,"1,367",57,13.4,13,ジュエル100個消費
MASTER,東方Project,妖狐仙楽踏,"1,248",92,13.5,13,None
MASTER,東方Project,Scream out！ -音華鏡 Re：BREAK-,"1,192",156,13.4,13,None
MASTER,オンゲキ,UTAKATA,"1,062",133,13.1,13,ジュエル20個消費
EXPERT,オンゲキ,Viyella’s Tears,"1,718",287,13.2,13,ジュエル200個消費
EXPERT,チュウマイ,Garakuta Doll Play,800,129,13.0,13,ジュエル100個消費
EXPERT,オンゲキ,ω4,"1,999",160,13.0,13,ジュエル300個消費
MASTER,東方Project,チルノのパーフェクトさんすう教室,879,69,13.3,13,イベントジュエル9個消費
MASTER,niconico,ドーナツホール,820,55,13.2,13,2019/8/8通常配信
MASTER,niconico,人生リセットボタン,"1,221",175,13.3,13,2019/8/8通常配信
MASTER,オンゲキ,まっすぐ→→→ストリーム！,"1,514",354,13.0,13,None
LUNATIC,LUNATIC,からくりピエロ,"1,004",228,13.2,13,ジュエル10個消費
MASTER,東方Project,サドマミホリック,"1,375",74,13.5,13,None
MASTER,東方Project,患部で止まってすぐ溶ける～狂気の優曇華院,"1,195",168,13.4,13,None
MASTER,東方Project,全力ハッピーライフ,"1,738",122,13.4,13,None
MASTER,東方Project,銀のめぐり,"1,307",135,13.6,13,None
MASTER,オンゲキ,MAKING！ハイタッチ！,"1,115",85,13.0,13,2019/9/26 通常配信
MASTER,niconico,インビジブル,"1,033",44,13.6,13,2019/9/26 通常配信
MASTER,POPS＆ANIME,青春サイダー,"1,299",41,13.1,13,None
MASTER,POPS＆ANIME,Petit Etoile,"1,371",246,13.5,13,None
MASTER,東方Project,ナイト・オブ・ナイツ（Cranky Remix）,"1,393",105,13.6,13,2019/10/17 通常配信
MASTER,オンゲキ,感情アクセラレイション,"1,300",126,13.0,13,None
EXPERT,オンゲキ,A Man In The Mirror,"1,098",285,13.6,13,None
MASTER,niconico,デリヘル呼んだら君が来た,"1,300",92,13.1,13,2019/11/7 通常配信
MASTER,niconico,フィクサー,"1,144",84,13.0,13,2019/11/28 通常配信
MASTER,niconico,こどものしくみ,"1,172",73,13.1,13,2019/11/28 通常配信
MASTER,niconico,トーキョーゲットー,606,69,13.2,13,2019/11/28 通常配信
MASTER,オンゲキ,Heart Cooking Recipe,"1,152",84,13.2,13,None
MASTER,チュウマイ,Change Our MIRAI！ （Our 7 Lights）,"1,526",140,13.0,13,None
MASTER,チュウマイ,ライトスピード・デイズ,"1,373",250,13.5,13,None
MASTER,niconico,セツナトリップ,"1,310",131,13.2,13,2020/1/9 通常配信
MASTER,niconico,地球最後の告白を,"1,532",218,13.3,13,2020/1/23 通常配信
MASTER,オンゲキ,Radiance,"1,186",120,13.6,13,None
MASTER,東方Project,しゅわスパ大作戦☆,"1,104",94,13.2,13,None
MASTER,チュウマイ,BOKUTO,"1,731",203,13.6,13,2020/2/13 通常配信
MASTER,東方Project,疾走あんさんぶる,"1,616",215,13.6,13,None
MASTER,POPS＆ANIME,Catch the Moment,960,58,13.0,13,2020/2/20 通常配信
MASTER,niconico,ドラマツルギー,"1,147",42,13.3,13,2020/2/20 通常配信
MASTER,niconico,Seyana. ～何でも言うことを聞いてくれるアカネチャン～,"1,000",206,13.1,13,2020/2/27 通常配信
MASTER,POPS＆ANIME,INDETERMINATE UNIVERSE,902,206,13.0,13,2020/3/12 通常配信
MASTER,オンゲキ,撩乱乙女†無双劇,"1,511",33,13.3,13,None
MASTER,東方Project,物凄い狂っとるフランちゃんが物凄いうた,951,200,13.4,13,None
MASTER,オンゲキ,ぱくぱく☆がーる,"1,089",589,13.0,13,None
MASTER,オンゲキ,DAWNBREAKER,"1,219",92,13.6,13,None
MASTER,POPS＆ANIME,Stage of Star,"1,386",158,13.3,13,None
MASTER,POPS＆ANIME,Nameless Story,"1,475",155,13.0,13,None
MASTER,niconico,アンノウン・マザーグース,"1,068",58,13.5,13,None
MASTER,チュウマイ,超常マイマイン,"1,525",332,13.2,13,None
LUNATIC,LUNATIC,最強 the サマータイム！！！！！,"1,705",138,13.6,13,第3章ジュエル2個消費
MASTER,niconico,深海のリトルクライ feat. 土岐麻子,"1,172",91,13.5,13,None
MASTER,VARIETY,花たちに希望を,"1,404",243,13.5,13,None
MASTER,VARIETY,ベースラインやってる？笑,"1,103",57,13.4,13,None
EXPERT,VARIETY,End Time,757,139,13.2,13,None
MASTER,オンゲキ,Iudicium “Apocalypsis Mix”,"1,062",37,13.2,13,None
MASTER,niconico,ナンセンス文学,"1,130",47,13.3,13,None
MASTER,POPS＆ANIME,100％ちゅ～学生,"1,489",129,13.2,13,None
MASTER,POPS＆ANIME,ヒトガタ,"1,245",180,13.4,13,None
EXPERT,オンゲキ,Singularity - technoplanet,"1,011",100,13.5,13,None
EXPERT,オンゲキ,脳天直撃,"1,353",235,13.4,13,None
MASTER,POPS＆ANIME,スパッと！スパイ＆スパイス,"1,182",74,13.5,13,None
MASTER,オンゲキ,Jörqer,"1,316",65,13.6,13,None
MASTER,オンゲキ,Glitter-Glitter,878,175,13.0,13,None
MASTER,オンゲキ,ウキウキ☆Candy！,"1,107",119,13.1,13,None
MASTER,オンゲキ,All Right！,"1,020",169,13.6,13,None
EXPERT,オンゲキ,Stargazing Dreamer,"1,267",200,13.4,13,None
MASTER,POPS＆ANIME,Phantom Joke,"1,573",72,13.5,13,None
MASTER,niconico,テオ,"1,446",135,13.0,13,None
MASTER,POPS＆ANIME,よいまちカンターレ,"1,300",144,13.3,13,None
MASTER,POPS＆ANIME,ガヴリールドロップキック,"1,057",66,13.2,13,None
MASTER,オンゲキ,反撃！ 突撃！ Back To Back！,"1,489",89,13.2,13,None
MASTER,チュウマイ,ツクヨミステップ,"1,207",120,13.5,13,None
MASTER,niconico,イカサマライフゲイム,"1,422",241,13.6,13,None
EXPERT,オンゲキ,FLUFFY FLASH,"1,256",86,13.1,13,None
MASTER,東方Project,Paranoia,950,120,13.4,13,None
MASTER,VARIETY,迷える音色は恋の唄,"1,147",23,13.6,13,None
MASTER,VARIETY,Burning Steel Inferno,None,None,13.5,13,Wonderland Wars連動イベント
MASTER,オンゲキ,YAMINABE☆PANIC ～ご馳走詰め込みフルコース～,"1,343",100,13.3,13,None
EXPERT,オンゲキ,Falsum Atlantis.,"1,436",245,13.3,13,第4章ジュエル?個消費
EXPERT,オンゲキ,Don’t Fight The Music,"1,289",242,13.4,13,第4章ジュエル?個消費
MASTER,POPS＆ANIME,STORIA,"1,402",117,13.1,13,None
MASTER,東方Project,天狗の落とし文 feat. ｙｔｒ,"1,385",103,13.5,13,None
MASTER,オンゲキ,fulgente （flip-side color mix）,"1,753",56,13.5,13,None
MASTER,niconico,吉原ラメント,"1,178",100,13.1,13,None
MASTER,niconico,スクランブル交際,974,173,13.0,13,None
MASTER,オンゲキ,Say Goodbye,"1,190",189,13.6,13,None
EXPERT,オンゲキ,美夜月鏡,None,None,13.0,13,None
MASTER,東方Project,Bad Apple！！ feat.nomico （豚乙女 Ver.）,None,None,13.6,13,None
EXPERT,オンゲキ,Viyella’s Scream,None,None,13.2,13,None
MASTER,VARIETY,サクライロフワリ,None,None,13.0,13,None
MASTER,POPS＆ANIME,Realize,None,None,13.2,13,None
MASTER,niconico,ワールズエンド・ダンスホール,None,None,13.3,13,None
MASTER,東方Project,ロストワードクロニカル,None,None,13.5,13,None
EXPERT,チュウマイ,QZKago Requiem,None,None,13.0,13,None
MASTER,オンゲキ,Random Access Emotions,"1,414",80,13.6,13,None
EXPERT,VARIETY,BATTLE NO.1,None,None,13.3,13,None
MASTER,POPS＆ANIME,Virtual to LIVE,None,None,13.1,13,None
MASTER,niconico,ボッカデラベリタ,None,None,13.4,13,None
MASTER,オンゲキ,無敵のフロンティア三銃士,"1,407",151,13.2,13,None
MASTER,POPS＆ANIME,Ahoy！！ 我ら宝鐘海賊団☆,None,None,13.3,13,None
MASTER,niconico,ラストリゾート,None,None,13.2,13,None
MASTER,オンゲキ,give it up to you,"1,155",60,13.1,13,None
EXPERT,オンゲキ,Cult future,"1,241",91,13.4,13,None
MASTER,niconico,バイオレンストリガー,None,None,13.3,13,None
MASTER,VARIETY,Once in my life,None,None,13.6,13,None
MASTER,オンゲキ,シンデレラディスコ,"1,578",89,13.2,13,None
